state,district,age_0_5,age_5_17,age_18_greater,total_enrolments,child_0_5_share,child_5_17_share,total_demo_updates,total_bio_updates,updates_per_1000,voluntary_share,mandatory_share,voluntary_dominance_ratio,age_transition_stress,child_exclusion_risk,migration_pressure,service_centralization,exclusion_risk_index,fraud_risk_proxy,net_correction_benefit,policy_recommendation
Tamil Nadu,Erode,4964,1045,8,6017,0.824995845,0.173674589,68409,147495,35882.33339,0.316847688,0.683152312,0.463802408,0.210473313,7552.273593,11367.39781,5.962501394,0.600934579,0.734579439,-0.13364486,Stricter Enforcement
Tamil Nadu,Kallakurichi,877,149,38,1064,0.82424812,0.140037594,10790,4818,14669.17293,0.691267858,0.308732142,2.239053746,0.169703872,2489.415452,10131.4554,13.7738713,0.219626168,0.095327103,0.124299065,Proactive Correction
Tamil Nadu,Kancheepuram,9629,3354,67,13050,0.737854406,0.257011494,141293,233919,28751.87739,0.376567443,0.623432557,0.604022743,0.348286604,10013.89375,10826.22021,2.20304018,0.71682243,0.573831776,0.142990654,Proactive Correction
Tamil Nadu,Kanchipuram,277,89,21,387,0.715762274,0.22997416,8,9,43.92764858,0.444444444,0.555555556,0.8,0.320143885,14.06316807,20.6185567,0.113215589,0.078504673,0.414953271,-0.336448598,Stricter Enforcement
Tamil Nadu,Kanniyakumari,2139,135,1,2275,0.94021978,0.059340659,38678,69432,47520.87912,0.35776193,0.64223807,0.557055003,0.063084112,2997.812468,16993.84886,20.87912088,0.275700935,0.624299065,-0.348598131,Stricter Enforcement
Tamil Nadu,Kanyakumari,1896,92,17,2005,0.94563591,0.045885287,20696,29748,25159.10224,0.410268609,0.589731391,0.69568725,0.048497628,1220.156777,10317.04885,12.54192535,0.117757009,0.497196262,-0.379439252,Stricter Enforcement
Tamil Nadu,Karur,3362,654,3,4019,0.836526499,0.162727047,27344,57807,21187.11122,0.32111988,0.67888012,0.473014116,0.194469224,4120.241076,6801.99005,5.270425677,0.368224299,0.723364486,-0.355140187,Stricter Enforcement
Tamil Nadu,Krishnagiri,4157,910,8,5075,0.8191133,0.179310345,61909,120803,36002.36453,0.338831939,0.661168061,0.512474752,0.218855219,7879.305369,12196.4145,7.092664407,0.621495327,0.662616822,-0.041121495,Stricter Enforcement
Tamil Nadu,Madurai,8875,1024,39,9938,0.893036828,0.103038841,106052,213798,32184.54417,0.331566886,0.668433114,0.496035996,0.115367283,3713.043402,10670.28876,3.238207483,0.330841121,0.690654206,-0.359813084,Stricter Enforcement
Tamil Nadu,Mayiladuthurai,437,64,1,502,0.870517928,0.12749004,3602,4309,15758.96414,0.455257836,0.544742164,0.835730858,0.146118721,2302.679692,7161.033797,31.3299486,0.202803738,0.391588785,-0.188785047,Stricter Enforcement
Tamil Nadu,Nagapattinam,3315,732,0,4047,0.819125278,0.180874722,38029,80677,29331.85075,0.320360215,0.679639785,0.471367659,0.220747889,6474.944135,9394.51581,7.246010562,0.535514019,0.726168224,-0.190654206,Stricter Enforcement
Tamil Nadu,Namakkal,4257,606,9,4872,0.873768473,0.124384236,45816,120991,34237.88998,0.274663086,0.725336914,0.378669664,0.142320338,4872.748081,9402.011081,7.026039397,0.425233645,0.836448598,-0.411214953,Stricter Enforcement
Tamil Nadu,Namakkal   *,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0.038785047,0.98271028,-0.943925234,Stricter Enforcement
Tamil Nadu,Perambalur,1898,232,0,2130,0.891079812,0.108920188,15661,57037,34130.51643,0.215422495,0.784577505,0.274571338,0.122169563,4169.710275,7349.131863,16.01619729,0.371028037,0.923364486,-0.552336449,Stricter Enforcement
Tamil Nadu,Pudukkottai,5339,1670,36,7045,0.757842441,0.237047551,52057,130306,25885.45067,0.285456559,0.714543441,0.399495039,0.312734082,8095.262664,7388.163497,3.673779545,0.63271028,0.810280374,-0.177570093,Stricter Enforcement
Tamil Nadu,Ramanathapuram,3318,644,43,4005,0.828464419,0.160799001,38291,100419,34634.20724,0.276048763,0.723951237,0.381308504,0.194034348,6720.22581,9558.412381,8.645583435,0.557009346,0.830841121,-0.273831776,Stricter Enforcement
Tamil Nadu,Ranipet,97,13,1,111,0.873873874,0.117117117,1390,637,18261.26126,0.685404339,0.314595661,2.178683386,0.132653061,2422.412208,12410.71429,163.0469755,0.214953271,0.101869159,0.113084112,Proactive Correction
Tamil Nadu,Salem,8417,1608,224,10249,0.821250854,0.156893355,106371,240644,33858.42521,0.306530535,0.693469465,0.442024559,0.191019244,6467.610803,10377.65854,3.303260996,0.53271028,0.759813084,-0.227102804,Stricter Enforcement
Tamil Nadu,Sivaganga,3740,685,21,4446,0.841205578,0.154071075,34296,95190,29124.15655,0.264860565,0.735139435,0.360286162,0.183106121,5332.811343,7712.165505,6.54916945,0.46728972,0.858878505,-0.391588785,Stricter Enforcement
Tamil Nadu,Tenkasi,1150,118,0,1268,0.906940063,0.093059937,10020,10203,15948.73817,0.495450949,0.504549051,0.981967856,0.102519548,1635.057432,7895.981087,12.56795758,0.144859813,0.302803738,-0.157943925,Stricter Enforcement
Tamil Nadu,Thanjavur,5881,1471,20,7372,0.797748237,0.199538795,76835,169567,33424.0369,0.311826561,0.688173439,0.453122051,0.250085005,8358.850438,10421.13115,4.53330217,0.651401869,0.743925234,-0.092523364,Stricter Enforcement
Tamil Nadu,The Nilgiris,1279,430,5,1714,0.746207701,0.250875146,15273,44104,34642.35706,0.257216477,0.742783523,0.346287269,0.3359375,11637.66682,8905.539359,20.19962511,0.757009346,0.868224299,-0.111214953,Stricter Enforcement
Tamil Nadu,Theni,2908,563,2,3473,0.837316441,0.162107688,38776,86722,36135.32969,0.308974574,0.691025426,0.447124754,0.193537298,6993.534071,11161.77317,10.40164931,0.576635514,0.754205607,-0.177570093,Stricter Enforcement
Tamil Nadu,Thiruvallur,461,134,10,605,0.761983471,0.221487603,1823,2897,7801.652893,0.386147003,0.613852997,0.62905452,0.29004329,2262.817073,3008.250825,12.87401467,0.200934579,0.553271028,-0.352336449,Stricter Enforcement
Tamil Nadu,Thiruvarur,3346,816,3,4165,0.803361345,0.195918367,37780,72799,26549.57983,0.341653102,0.658346898,0.518956044,0.243800418,6472.798668,9068.650984,6.372918827,0.534579439,0.657009346,-0.122429907,Stricter Enforcement
Tamil Nadu,Thoothukkudi,4439,877,3,5319,0.834555368,0.164880617,44695,139861,34697.49953,0.242174504,0.757825496,0.319565,0.197522523,6853.537632,8401.315789,6.522086378,0.564485981,0.894392523,-0.329906542,Stricter Enforcement
Tamil Nadu,Tiruchirappalli,8396,1531,5,9932,0.845348369,0.154148208,73681,193570,26908.07491,0.275698592,0.724301408,0.380640695,0.182327022,4906.069154,7417.799255,2.708957506,0.428971963,0.83271028,-0.403738318,Stricter Enforcement
Tamil Nadu,Tirunelveli,8303,1370,2,9675,0.858191214,0.141602067,79890,214773,30456.12403,0.271122363,0.728877637,0.371972399,0.164980732,5024.673642,8256.510955,3.147594464,0.442056075,0.843925234,-0.401869159,Stricter Enforcement
Tamil Nadu,Tirupathur,4,0,0,4,1,0,93,59,38000,0.607843137,0.392156863,1.55,0,0,18600,7600,0.038785047,0.15046729,-0.111682243,Stricter Enforcement
Tamil Nadu,Tirupattur,944,102,2,1048,0.900763359,0.097328244,9352,12111,20479.96183,0.435706299,0.564293701,0.772126816,0.107936508,2210.535563,8915.157293,19.52331919,0.194392523,0.442990654,-0.248598131,Stricter Enforcement
Tamil Nadu,Tiruppur,5078,1109,5,6192,0.820090439,0.179102067,85946,148772,37906.65375,0.3661655,0.6338345,0.57769891,0.218350069,8276.920458,13877.92669,6.12088709,0.642990654,0.600934579,0.042056075,Proactive Correction
Tamil Nadu,Tiruvallur,8712,2665,58,11435,0.761871447,0.233056406,148408,237793,33773.58986,0.384275586,0.615724414,0.624103215,0.3058648,10330.1523,12977.26478,2.953269487,0.725233645,0.559813084,0.165420561,Proactive Correction
Tamil Nadu,Tiruvannamalai,6556,677,33,7266,0.902284613,0.093173686,65218,141455,28443.84806,0.31555977,0.68444023,0.461047958,0.103248437,2936.782848,8974.542452,3.914111471,0.264485981,0.736448598,-0.471962617,Stricter Enforcement
Tamil Nadu,Tiruvarur,1,0,0,1,1,0,2,3,5000,0.333333333,0.666666667,0.5,0,0,1000,2500,0.038785047,0.68411215,-0.645327103,Stricter Enforcement
Tamil Nadu,Tuticorin,1,1,0,2,0.5,0.5,4,6,5000,0.363636364,0.636363636,0.571428571,0.5,2500,1333.333333,1666.666667,0.220560748,0.612149533,-0.391588785,Stricter Enforcement
Tamil Nadu,Vellore,8271,1309,53,9633,0.858611025,0.135887055,89400,191803,29191.63293,0.317918664,0.682081336,0.466100811,0.158244681,4619.420636,9279.634627,3.030063621,0.402803738,0.730841121,-0.328037383,Stricter Enforcement
Tamil Nadu,Villupuram,5854,915,3,6772,0.864441819,0.13511518,39568,121261,23749.114,0.246023752,0.753976248,0.326301727,0.156276687,3711.432845,5842.019784,3.506439392,0.329906542,0.885981308,-0.556074766,Stricter Enforcement
Tamil Nadu,Viluppuram,4341,781,0,5122,0.8475205,0.1524795,35788,85466,23673.17454,0.295146592,0.704853408,0.418734716,0.179871027,4258.118221,6985.750537,4.620959309,0.376635514,0.782242991,-0.405607477,Stricter Enforcement
Tamil Nadu,Virudhunagar,4769,627,11,5407,0.882004809,0.115960792,57442,121294,33056.40836,0.321377219,0.678622781,0.473572695,0.131446541,4345.150533,10621.6716,6.112501546,0.382242991,0.722429907,-0.340186916,Stricter Enforcement
Telangana,Adilabad,2517,467,3,2987,0.84265149,0.156344158,46010,80283,42280.88383,0.364308677,0.635691323,0.573090529,0.185464654,7841.609511,15398.25971,14.15022886,0.618691589,0.609345794,0.009345794,Proactive Correction
Telangana,Bhadradri Kothagudem,2490,682,39,3211,0.775459358,0.212394893,33729,21603,17232.01495,0.609563913,0.390436087,1.56123866,0.273785628,4717.878039,10500.934,5.364886348,0.414953271,0.148598131,0.26635514,Proactive Correction
Telangana,Hanumakonda,916,109,5,1030,0.889320388,0.105825243,18975,9017,27176.69903,0.677848033,0.322151967,2.104125083,0.118865867,3230.381891,18404.46169,26.35955289,0.290654206,0.107476636,0.18317757,Proactive Correction
Telangana,Hyderabad,19721,5600,669,25990,0.758791843,0.215467487,216457,228541,17121.89304,0.486421318,0.513578682,0.947121317,0.283946861,4861.707788,8328.152053,0.658762381,0.423364486,0.325233645,0.098130841,Proactive Correction
Telangana,Jagitial,1488,98,9,1595,0.932915361,0.061442006,16299,10745,16955.48589,0.60266223,0.39733777,1.516750419,0.065815984,1115.941986,10212.40602,10.62373803,0.113084112,0.153271028,-0.040186916,Stricter Enforcement
Telangana,Jangaon,66,15,0,81,0.814814815,0.185185185,802,280,13358.02469,0.740535549,0.259464451,2.854092527,0.223880597,2990.602543,9780.487805,162.9027401,0.273831776,0.061682243,0.212149533,Proactive Correction
Telangana,Jangoan,892,130,0,1022,0.872798434,0.127201566,16900,7279,23658.51272,0.698924731,0.301075269,2.321428571,0.145576708,3444.128392,16520.0391,23.1266009,0.314018692,0.089719626,0.224299065,Proactive Correction
Telangana,Jayashankar Bhupalpally,670,173,4,847,0.791027155,0.204250295,16261,4568,24591.49941,0.780652904,0.219347096,3.55898446,0.257824143,6340.282262,19175.70755,28.99940968,0.518691589,0.040186916,0.478504673,Proactive Correction
Telangana,Jogulamba Gadwal,1543,299,2,1844,0.836767896,0.162147505,33576,11330,24352.49458,0.747678536,0.252321464,2.963198306,0.19365285,4715.929973,18198.37398,13.19918405,0.414018692,0.058878505,0.355140187,Proactive Correction
Telangana,K.v. Rangareddy,13564,3681,164,17409,0.779137228,0.211442357,197330,248581,25613.82044,0.442531262,0.557468738,0.793822562,0.271360118,6950.569335,11334.29064,1.471213121,0.572897196,0.418691589,0.154205607,Proactive Correction
Telangana,Kamareddy,1862,144,2,2008,0.927290837,0.071713147,24445,15241,19763.94422,0.615944768,0.384055232,1.603792153,0.077294686,1527.647863,12167.74515,9.837702451,0.137383178,0.146728972,-0.009345794,Stricter Enforcement
Telangana,Karimnagar,5115,686,7,5808,0.880681818,0.118112948,77995,135876,36823.51928,0.364680744,0.635319256,0.57401179,0.134089132,4937.633743,13426.57945,6.339046184,0.43271028,0.607476636,-0.174766355,Stricter Enforcement
Telangana,Khammam,2800,1079,9,3888,0.720164609,0.277520576,53808,62170,29829.73251,0.463946059,0.536053941,0.865483907,0.385219564,11490.99657,13835.94754,7.670283495,0.754205607,0.371028037,0.38317757,Proactive Correction
Telangana,Komaram Bheem,917,189,0,1106,0.829113924,0.170886076,27458,9677,33575.94937,0.739390349,0.260609651,2.837156437,0.205882353,6912.695458,24803.97471,30.33057757,0.568224299,0.062616822,0.505607477,Proactive Correction
Telangana,Mahabubabad,1249,253,1,1503,0.831004657,0.168330007,23410,10180,22348.63606,0.696912864,0.303087136,2.2993812,0.2024,4523.363939,15565.15957,14.85946547,0.395327103,0.090654206,0.304672897,Proactive Correction
Telangana,Mahabubnagar,7689,2463,16,10168,0.756195909,0.242230527,96426,195049,28665.91267,0.33081969,0.66918031,0.494365547,0.320286086,9181.292965,9482.348314,2.818950995,0.687850467,0.696261682,-0.008411215,Stricter Enforcement
Telangana,Mancherial,924,169,1,1094,0.844606947,0.154478976,27123,12409,36135.28336,0.686085043,0.313914957,2.185576148,0.182702703,6602.013933,24769.86301,33.00025878,0.544859813,0.1,0.444859813,Proactive Correction
Telangana,Medak,6158,1379,7,7544,0.816277837,0.182794274,54969,126666,24076.74973,0.302632738,0.697367262,0.433964647,0.223899984,5390.783875,7285.487078,3.191086777,0.469158879,0.768224299,-0.299065421,Stricter Enforcement
Telangana,Medchal Malkajgiri,409,265,30,704,0.580965909,0.376420455,0,0,0,0,1,0,0.646341463,0,0,0,0.038785047,0.98271028,-0.943925234,Stricter Enforcement
Telangana,Medchal-malkajgiri,3064,900,106,4070,0.752825553,0.221130221,85252,30130,28349.38575,0.738861011,0.261138989,2.829378381,0.293637847,8324.452585,20941.29207,6.963740051,0.646728972,0.063551402,0.58317757,Proactive Correction
Telangana,Medchal?malkajgiri,1,1,0,2,0.5,0.5,350,856,603000,0.289975145,0.710024855,0.4084014,0.5,301500,116666.6667,201000,0.999065421,0.798130841,0.200934579,Proactive Correction
Telangana,Medchal−malkajgiri,445,88,2,535,0.831775701,0.164485981,1677,4613,11757.00935,0.266571292,0.733428708,0.363459038,0.197309417,2319.76866,3128.731343,21.93471893,0.204672897,0.852336449,-0.647663551,Stricter Enforcement
Telangana,Mulugu,700,233,4,937,0.747065101,0.248665955,11698,5387,18233.72465,0.684654103,0.315345897,2.17112101,0.332382311,6060.567538,12471.21535,19.43893886,0.503738318,0.104672897,0.399065421,Proactive Correction
Telangana,Nagarkurnool,1077,282,2,1361,0.791329904,0.207200588,20170,12454,23970.60985,0.618237548,0.381762452,1.619429948,0.261595547,6270.604802,14809.10426,17.5995667,0.51588785,0.144859813,0.371028037,Proactive Correction
Telangana,Nalgonda,5405,1246,10,6661,0.811439724,0.187059,77441,137989,32341.99069,0.359470086,0.640529914,0.561207334,0.230484647,7454.332298,11624.287,4.854696892,0.595327103,0.623364486,-0.028037383,Stricter Enforcement
Telangana,Narayanpet,1082,224,4,1310,0.825954198,0.170992366,16732,6287,17571.75573,0.726846221,0.273153779,2.660941476,0.206832872,3634.416697,12762.77651,13.40332244,0.326168224,0.071028037,0.255140187,Proactive Correction
Telangana,Nirmal,1292,106,3,1401,0.92219843,0.075660243,33846,13324,33668.80799,0.717517119,0.282482881,2.540037523,0.081979892,2760.165234,24141.22682,24.01484165,0.246728972,0.077570093,0.169158879,Proactive Correction
Telangana,Nizamabad,5985,583,9,6577,0.909989357,0.088642238,66975,117196,28002.28068,0.363654627,0.636345373,0.571473673,0.097393919,2727.25186,10181.66616,4.256959665,0.242056075,0.611214953,-0.369158879,Stricter Enforcement
Telangana,Peddapalli,513,72,3,588,0.87244898,0.12244898,9927,6427,27812.92517,0.606970345,0.393029655,1.544337274,0.140077821,3895.973954,16853.98981,47.22058603,0.351401869,0.151401869,0.2,Proactive Correction
Telangana,Rajanna Sircilla,834,51,3,888,0.939189189,0.057432432,11165,8085,21677.92793,0.579969872,0.420030128,1.380781598,0.061077844,1324.041107,12559.05512,24.38462084,0.126168224,0.179439252,-0.053271028,Stricter Enforcement
Telangana,Ranga Reddy,181,93,10,284,0.637323944,0.327464789,0,0,0,0,1,0,0.510989011,0,0,0,0.038785047,0.98271028,-0.943925234,Stricter Enforcement
Telangana,Rangareddy,237,61,2,300,0.79,0.203333333,5562,2786,27826.66667,0.666187567,0.333812433,1.995694295,0.256302521,7132.044818,18478.40532,92.44739756,0.585046729,0.114018692,0.471028037,Proactive Correction
Telangana,Sangareddy,2224,468,11,2703,0.822789493,0.173140954,37288,22079,21963.37403,0.628082469,0.371917531,1.688768116,0.210337079,4619.711931,13789.94083,8.122549567,0.403738318,0.135514019,0.268224299,Proactive Correction
Telangana,Siddipet,1701,174,1,1876,0.906716418,0.092750533,35961,16209,27809.16844,0.689290985,0.310709015,2.218445404,0.102232667,2843.00547,19158.76399,14.81575303,0.253271028,0.097196262,0.156074766,Proactive Correction
Telangana,Suryapet,1743,297,2,2042,0.853574927,0.145445642,45789,20093,32263.46719,0.695004781,0.304995219,2.278739922,0.170298165,5494.409263,22412.62849,15.79220127,0.476635514,0.093457944,0.38317757,Proactive Correction
Telangana,Vikarabad,2085,506,2,2593,0.804087929,0.195140764,60549,14223,28836.09718,0.809770907,0.190229093,4.25681946,0.242569511,6994.757994,23341.94295,11.11645998,0.577570093,0.029906542,0.547663551,Proactive Correction
Telangana,Wanaparthy,1266,401,0,1667,0.75944811,0.24055189,25180,9974,21088.18236,0.716256578,0.283743422,2.524310777,0.316495659,6674.318175,15095.92326,12.64279518,0.552336449,0.080373832,0.471962617,Proactive Correction
Telangana,Warangal,2462,490,0,2952,0.83401084,0.16598916,29101,91610,40891.26016,0.241077938,0.758922062,0.31765836,0.198944377,8135.086269,9854.724009,13.84736206,0.637383178,0.896261682,-0.258878505,Stricter Enforcement
Telangana,Warangal (urban),6,1,0,7,0.857142857,0.142857143,121,11,18857.14286,0.909774436,0.090225564,10.08333333,0.142857143,2693.877551,15125,2357.142857,0.234579439,0.017757009,0.21682243,Proactive Correction
Telangana,Warangal Rural,660,70,2,732,0.901639344,0.095628415,17700,7169,33974.04372,0.711700844,0.288299156,2.468619247,0.105900151,3597.856369,24147.3397,46.3493093,0.323364486,0.082242991,0.241121495,Proactive Correction
Telangana,Warangal Urban,585,72,6,663,0.882352941,0.108597285,15578,8583,36441.93062,0.644731396,0.355268604,1.814771668,0.122866894,4477.506834,23460.84337,54.88242563,0.389719626,0.122429907,0.26728972,Proactive Correction
Telangana,Yadadri.,1380,205,1,1586,0.870113493,0.12925599,39872,12674,33131.14754,0.758787371,0.241212629,3.145719921,0.148443157,4918.09214,25124.13359,20.8765895,0.430841121,0.052336449,0.378504673,Proactive Correction
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,548,141,27,716,0.765363128,0.196927374,0,0,0,0,1,0,0.256830601,0,0,0,0.038785047,0.98271028,-0.943925234,Stricter Enforcement
Tripura,Dhalai,777,607,36,1420,0.547183099,0.427464789,15425,34968,35488.02817,0.306088026,0.693911974,0.441104979,0.780205656,27687.96028,10855.03167,24.97398182,0.93364486,0.760747664,0.172897196,Proactive Correction
Tripura,Dhalai  *,28,4,0,32,0.875,0.125,392,647,32468.75,0.376923077,0.623076923,0.604938272,0.137931034,4478.448276,11878.78788,983.9015152,0.390654206,0.572897196,-0.182242991,Stricter Enforcement
Tripura,Gomati,464,204,11,679,0.683357879,0.300441826,9761,14702,36027.98233,0.398994441,0.601005559,0.66387812,0.438709677,15805.8245,14354.41176,52.98232695,0.841121495,0.527102804,0.314018692,Proactive Correction
Tripura,Khowai,196,99,44,339,0.578171091,0.292035398,3511,9166,37395.28024,0.276936425,0.723063575,0.383004254,0.502538071,18792.552,10326.47059,109.9861183,0.878504673,0.829906542,0.048598131,Proactive Correction
Tripura,North Tripura,1046,416,26,1488,0.702956989,0.279569892,14931,47498,41954.97312,0.239163864,0.760836136,0.31434346,0.397325692,16669.78875,10027.53526,28.17661056,0.852336449,0.899065421,-0.046728972,Stricter Enforcement
Tripura,Sepahijala,1121,577,30,1728,0.648726852,0.333912037,15325,19625,20225.69444,0.438471002,0.561528998,0.780851931,0.51426025,10401.27067,8863.504916,11.69791466,0.726168224,0.43271028,0.293457944,Proactive Correction
Tripura,South Tripura,1348,804,6,2158,0.624652456,0.372567192,30679,57556,40887.39574,0.347692552,0.652307448,0.533019442,0.595997035,24368.76662,14209.81936,18.93811753,0.923364486,0.640186916,0.28317757,Proactive Correction
Tripura,Unakoti,433,179,27,639,0.677621283,0.280125196,3643,15733,30322.37872,0.188006399,0.811993601,0.231536799,0.412442396,12506.23454,5692.1875,47.37871674,0.780373832,0.948598131,-0.168224299,Stricter Enforcement
Tripura,West Tripura,1963,764,75,2802,0.700571021,0.272662384,44346,92260,48753.03355,0.324624653,0.675375347,0.480658133,0.389002037,18965.02934,15820.90617,17.39316216,0.88317757,0.714953271,0.168224299,Proactive Correction
Uttar Pradesh,Agra,16314,12691,905,29910,0.545436309,0.424306252,175953,235048,13741.2571,0.428107406,0.571892594,0.748580083,0.777873123,10688.95458,5882.55157,0.459404804,0.739252336,0.457009346,0.282242991,Proactive Correction
Uttar Pradesh,Aligarh,13830,11776,586,26192,0.528023824,0.449602932,186462,199500,14735.87355,0.483108484,0.516891516,0.934641932,0.851420722,12546.42809,7118.772191,0.562588232,0.781308411,0.33271028,0.448598131,Proactive Correction
Uttar Pradesh,Allahabad,7254,5946,49,13249,0.54751302,0.448788588,186295,258910,33602.91343,0.418446742,0.581553258,0.719532967,0.819572708,27540.03077,14060,2.536068938,0.931775701,0.477570093,0.454205607,Proactive Correction
Uttar Pradesh,Ambedkar Nagar,3856,4096,50,8002,0.48187953,0.511872032,75756,87220,20366.90827,0.464826325,0.535173675,0.868552298,1.061965258,21628.949,9465.950269,2.544909193,0.906542056,0.368224299,0.538317757,Proactive Correction
Uttar Pradesh,Amethi,3890,3251,56,7197,0.540502987,0.451715993,76280,93271,23558.56607,0.449891479,0.550108521,0.817823141,0.835517862,19683.60275,10597.38816,3.272932213,0.891588785,0.408411215,0.48317757,Proactive Correction
Uttar Pradesh,Amroha,5605,2476,61,8142,0.688405797,0.304102186,90302,92672,22472.85679,0.493520973,0.506479027,0.974415418,0.44166964,9925.578562,11089.52475,2.759776101,0.711214953,0.307476636,0.403738318,Proactive Correction
Uttar Pradesh,Auraiya,2169,1547,17,3733,0.581034021,0.414412001,51799,63181,30800.96437,0.450500517,0.549499483,0.819837929,0.712903226,21958.10686,13872.25495,8.248785317,0.912149533,0.404672897,0.507476636,Proactive Correction
Uttar Pradesh,Ayodhya,1027,634,32,1693,0.606615475,0.374483166,15277,7391,13389.24985,0.67391592,0.32608408,2.066693723,0.616731518,8257.57238,9018.299882,7.903925533,0.641121495,0.109345794,0.531775701,Proactive Correction
Uttar Pradesh,Azamgarh,6717,13577,279,20573,0.326495893,0.659942643,159789,173398,16195.35313,0.479576095,0.520423905,0.921510505,2.020988389,32730.62064,7766.550015,0.787175714,0.947663551,0.338317757,0.609345794,Proactive Correction
Uttar Pradesh,Baghpat,3482,3203,154,6839,0.509138763,0.468343325,54908,58029,16513.67159,0.486178257,0.513821743,0.946200241,0.919609532,15186.1298,8027.48538,2.414279472,0.83364486,0.327102804,0.506542056,Proactive Correction
Uttar Pradesh,Bagpat,0,1,0,1,0,1,10,8,18000,0.526315789,0.473684211,1.111111111,1,18000,5000,9000,0.874766355,0.245794393,0.628971963,Proactive Correction
Uttar Pradesh,Bahraich,14674,22360,2304,39338,0.37302354,0.568407138,129697,181078,7900.122019,0.417332741,0.582667259,0.716245396,1.523679727,12037.25577,3296.906378,0.200821628,0.76635514,0.479439252,0.286915888,Proactive Correction
Uttar Pradesh,Ballia,4079,5860,37,9976,0.408881315,0.587409783,104948,133005,23852.54611,0.441043227,0.558956773,0.789047111,1.43627451,34258.80397,10518.99369,2.390753344,0.952336449,0.424299065,0.528037383,Proactive Correction
Uttar Pradesh,Balrampur,4181,7907,236,12324,0.339256735,0.641593638,78076,102112,14620.9023,0.43330059,0.56669941,0.764603919,1.890722143,27644.06373,6334.766734,1.186280106,0.93271028,0.444859813,0.487850467,Proactive Correction
Uttar Pradesh,Banda,4825,5563,203,10591,0.455575489,0.525257294,69435,92491,15289.01898,0.428804338,0.571195662,0.750713575,1.152714463,17623.87331,6555.419184,1.443449677,0.871962617,0.456074766,0.41588785,Proactive Correction
Uttar Pradesh,Bara Banki,5776,3218,92,9086,0.63570328,0.354171252,109967,165242,30289.34625,0.39957487,0.60042513,0.665486586,0.557036524,16872.27215,12101.57368,3.33326139,0.856074766,0.525233645,0.330841121,Proactive Correction
Uttar Pradesh,Barabanki,1401,922,52,2375,0.589894737,0.388210526,4960,4224,3866.947368,0.540010887,0.459989113,1.173964497,0.657631954,2543.028155,2087.542088,1.627503101,0.221495327,0.226168224,-0.004672897,Stricter Enforcement
Uttar Pradesh,Bareilly,17187,10017,607,27811,0.617992881,0.360181223,241742,234808,17135.30617,0.507274143,0.492725857,1.029526125,0.582790319,9986.290548,8692.003452,0.616111972,0.71588785,0.273831776,0.442056075,Proactive Correction
Uttar Pradesh,Basti,4823,5216,80,10119,0.476628125,0.515465955,84810,109201,19172.94199,0.437137909,0.562862091,0.776634128,1.081260365,20730.94225,8380.434783,1.894559485,0.899065421,0.436448598,0.462616822,Proactive Correction
Uttar Pradesh,Bhadohi,265,277,4,546,0.485347985,0.507326007,11780,6540,33553.11355,0.642978003,0.357021997,1.800947867,1.041353383,34940.64832,21535.64899,61.34024416,0.956074766,0.124299065,0.831775701,Proactive Correction
Uttar Pradesh,Bijnor,12935,3843,73,16851,0.767610231,0.228057682,226859,217048,26343.06569,0.511049587,0.488950413,1.045197167,0.297077922,7825.943217,13461.84429,1.563201145,0.617757009,0.26728972,0.35046729,Proactive Correction
Uttar Pradesh,Budaun,7773,7407,349,15529,0.500547363,0.476978556,171339,110318,18137.48471,0.60832286,0.39167714,1.553123215,0.952791356,17281.23864,11032.77527,1.167899852,0.86635514,0.14953271,0.71682243,Proactive Correction
Uttar Pradesh,Bulandshahar,115,70,0,185,0.621621622,0.378378378,663,220,4772.972973,0.75,0.25,3,0.603448276,2880.242311,3564.516129,25.66114502,0.258878505,0.057943925,0.200934579,Proactive Correction
Uttar Pradesh,Bulandshahr,9155,7521,209,16885,0.542197216,0.445424933,174757,180832,21059.46106,0.491456453,0.508543547,0.966399938,0.821428571,17298.84301,10349.22421,1.247155102,0.86728972,0.311214953,0.556074766,Proactive Correction
Uttar Pradesh,Chandauli,4405,4986,175,9566,0.460485051,0.521220991,93603,90544,19250.15681,0.508303104,0.491696896,1.033773262,1.131638675,21784.22193,9783.94481,2.012141403,0.909345794,0.271962617,0.637383178,Proactive Correction
Uttar Pradesh,Chitrakoot,2951,2436,14,5401,0.5463803,0.451027587,44546,62732,19862.61803,0.415235041,0.584764959,0.710088789,0.825203252,16390.697,8246.205109,3.676900784,0.848598131,0.48317757,0.365420561,Proactive Correction
Uttar Pradesh,Deoria,4700,5443,114,10257,0.458223652,0.530661987,109251,138613,24165.35049,0.44076816,0.55923184,0.78816714,1.157838758,27979.57939,10650.3217,2.355756531,0.934579439,0.425233645,0.509345794,Proactive Correction
Uttar Pradesh,Etah,6760,4345,159,11264,0.600142045,0.385742188,61891,87429,13256.39205,0.414482893,0.585517107,0.707892028,0.642656412,8519.305345,5494.09676,1.176776924,0.661682243,0.486915888,0.174766355,Proactive Correction
